pair,comparison_id,average_distance,average_distance_xyz,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,left_thumb_xyz,right_thumb_xyz,left_index_xyz,right_index_xyz,left_middle_xyz,right_middle_xyz,left_ring_xyz,right_ring_xyz,left_pinky_xyz,right_pinky_xyz,left_wrist_xyz,right_wrist_xyz,left_right_thumb_xyz,left_right_index_xyz,left_right_middle_xyz,left_right_ring_xyz,left_right_pinky_xyz,left_right_wrist_xyz,right_left_thumb_xyz,right_left_index_xyz,right_left_middle_xyz,right_left_ring_xyz,right_left_pinky_xyz,right_left_wrist_xyz,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
001,11,0.41556084972053986,0.4165162440749337,0.3010869467459222,0.4024082221936728,0.3375703862877163,0.439359683213894,0.3548203630909553,0.466950860039409,0.3338538629564614,0.44399400112081744,0.319411904247039,0.43264585470126754,0.43981296715785145,0.714815144891472,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30186554763119916,0.4030119976812996,0.33879234310007306,0.440832405214802,0.3556967505176753,0.46794429395060183,0.3346650475478933,0.4446962534320205,0.319679885355421,0.4329317229057611,0.4418176127797557,0.7162610687827021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13A,A,1.0,1_5,A,13.0,,13A,,,,153668,154228,560,B,2.0,2_10,B,13.0,,,13A,,,696495,696775,280,"OkÃ©, deze die heeft een heel groot vlak aan de onderkant met t- twee armen met allemaal bolletjes",,"Okay, this one which has a very large plane at the bottom with t- two arms with all the little balls",,13A,13A,,,True,,met de twee eh uitsteeksels met bolletjes.,,With the two eh protrusions with spheres.,,,13A-REP,13A-REP,True,153668.0,154228.0,560.0,696470.0,696800.0,330.0,both,both,both
001,12,0.16806545252062266,0.17765269686394647,0.19426620443968715,0.16541032265202749,0.1641137038529917,0.1270025940302796,0.09996215357372525,0.10349546788793132,0.0656852015811073,0.0939776263504812,0.07077603665658251,0.07632131692763924,0.7110824833308084,0.1446923189642109,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20058740249855353,0.1656646042386511,0.17569939426208706,0.12736903653700865,0.11845467480161549,0.10373183903391846,0.09501187295954489,0.09421578108016734,0.09412379930864741,0.07643368655512603,0.7167181908222656,0.16382208026977182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16A,B,1.0,1_6,B,16.0,,,16A,,,165805,166685,880,A,2.0,2_3,A,16.0,,16C,,16A,,606509,606829,320,,"Bovenop is een soort ovaal, zeg maar, soort bovenkant van een soeplepel.",,"On top is a kind of oval, say, kind of top of a soup ladle.",,,,16A,True,"Dat is een soort van, eh ja, ovaal die erin zitten.",,"That's kind of, um, oval that are in there.",,16A,16C,,,True,165805.0,166685.0,880.0,606504.0,606834.0,330.0,both,right,both
001,13,0.426726753945008,0.43139108729511105,nan,0.2446290351293314,nan,0.45129182205619833,nan,0.43265643303225804,nan,0.3718216561065529,nan,0.2767744870137032,nan,0.7831870903320044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24490638837781126,nan,0.45362916861606484,nan,0.4371918867885486,nan,0.3792628402121246,nan,0.28884159069713145,nan,0.7845146490789858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16D,B,1.0,1_6,B,16.0,,,16D,,,178501,179161,660,A,2.0,2_3,A,16.0,,16D,,,,615564,615924,360,,En helemaal linksachter een soort eh armpje.,,And on the far left back a kind of um arm.,,,,16D,True,En aan de achterkant heb je een soort van armpje die een beetje krom staat.,,And at the back you have a kind of little arm that's kind of crooked.,,,16D,,,True,178501.0,179161.0,660.0,615564.0,615924.0,360.0,right,right,right
001,14,0.19328398446369213,0.20531939909355745,nan,0.09508968576856756,nan,0.2623668782767155,nan,0.2841038136966316,nan,0.2507996975818199,nan,0.1967677384754853,nan,0.07057609298293294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09536318575059095,nan,0.26250551573240505,nan,0.2841414301277761,nan,0.2508166961514631,nan,0.19681898977610315,nan,0.1422705770230064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11A,A,1.0,1_7,A,11.0,,11A,,,,208938,209298,360,B,1.0,1_7,A,11.0,,,11A,,,251028,251588,560,En de andere is een platte uitsteeksel,,And the other is a flat protrusion,,,11A,,,True,,"Ja, en dan is er nog één daarnaast. Naast dat ruitje. Dat is een soort langwerpige balk, toch?",,"Yes, and then there's one next to that - next to that little window. That's kind of an oblong bar, right?",,,,11A,True,208938.0,209298.0,360.0,251028.0,251588.0,560.0,right,right,right
001,15,0.1806168162539032,0.18885220667054287,0.14806535223563377,0.16060680465662486,0.15190347623201914,0.21181502019862614,0.1746530605854602,0.2115510193317503,0.1790734759825229,0.19686287274735545,0.15931010726091208,0.16552423678391762,0.12844799794883413,0.27958837108318146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1493416675584794,0.16092490024826414,0.1536314511441529,0.2122058341684964,0.17581331463633948,0.21182226570293747,0.18145757936468573,0.19711289081066907,0.16136593282808784,0.16587706141047973,0.17336947799861865,0.32330410417530353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11C,A,1.0,1_7,A,11.0,,11C,,,,233771,234397,626,B,2.0,2_6,B,11.0,,,11C,,,649013,649773,760,En dan aan de zijkant zit een uitsteeksel en daar lijkt het alsof er zeg maar een papiertje gevouwen is.,,"And then on the side is a protrusion and there it looks like, say, a piece of paper folded.",,11C,11C,,,True,,Neusje voorop en dan aan de rechterkant het eh omgevouwen papiertje.,,Nose in front and then on the right side the um folded paper.,,,11C,11C,True,233771.0,234397.0,626.0,649013.0,649773.0,760.0,both,both,both
001,16,0.20063112484703433,0.2050526509244673,0.16908374102032608,0.2633482671507617,0.12522427617909954,0.2460190317128777,0.13982781593089072,0.2276493601445067,0.16411040815585073,0.204616136850261,0.18215347419666528,0.18807888581432128,0.2568700210026964,0.24059208000615465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.16946416844763618,0.2635449281989893,0.12537410563419135,0.2464771401911861,0.13995186538936746,0.2281565016893523,0.16440473582743348,0.20519611757265166,0.1824375400451635,0.18927839108150063,0.2806028238418534,0.26574349317428264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08B,B,1.0,1_8,B,8.0,,,08B,,,268281,268941,660,A,1.0,1_8,B,8.0,,08B,,,,290081,290601,520,,met twee ja soort volsprieten die eh weer van die vierkanten op die steeds groter worden.,,with two yes kind of full sprites that eh again of those squares on that get bigger and bigger.,,,08B,08B,True,Dat bovenop is is een ruit met twee vierkanten die...,,That on top is a diamond with two squares that...,,08B,08B,,,True,268281.0,268941.0,660.0,290081.0,290601.0,520.0,both,both,both
001,17,0.38951023099931104,0.39863491765482867,0.1391334008874324,0.44790812303172567,0.09737133025328308,0.5102169916102415,0.06681938179981203,0.4905637042592593,0.057139137686188994,0.4309393250853011,0.05633150641129057,0.3505506792914476,0.48537374643722625,0.10688256271789126,0.1987324107786093,0.09570104880131844,0.09069260125303664,0.08992354308040826,0.09217269190290284,1.9838470465944629,0.4896685588673581,0.4474984473705911,0.4509101937393408,0.42086587224613986,0.37853678333396185,0.9136337705430401,0.1392479555673363,0.4492670389121458,0.09742761797252922,0.5132178913575337,0.06711398150206818,0.4927637638040207,0.05903869284488785,0.432395854974883,0.057155939748632714,0.35193837853038895,0.4939992943369105,0.15222657834999953,0.20461562218305446,0.1012600250931022,0.0948742150639875,0.09400016758806272,0.0965034207830143,1.9859321506674703,0.4898406681525076,0.44763294670914733,0.45103747308502606,0.4211064793770664,0.3786636382989402,0.9183921452483077,08D,B,1.0,1_8,B,8.0,,,08D,,,276021,276221,200,A,2.0,2_13,A,8.0,,08D,,,,721682,722082,400,,En aan de zijkant heb je een arm #voice creaks# die lijkt alsof die een knuffel gaat geven.,,And on the side you have an arm #voice creaks# that looks like it's going to give a hug.,,,08D,,True,en een f- armpje aan de zijkant met daar bovenop een eh ruit,,and an f- arm on the side with an eh window on top of it,,,08D,,,True,275956.0,276286.0,330.0,721682.0,722082.0,400.0,right,left,right_left
001,18,0.3226738696815546,0.3385363037803936,0.2231575035498485,0.22083928953132023,0.276142303723312,0.2889561992233839,0.3474226346864698,0.29966931410849473,0.37495373435313645,0.2679492720401159,0.36954346778641756,0.1965986476459842,0.34482357399014363,0.4525921355519116,0.25711686256597216,0.3067322334304562,0.33207939866235425,0.29617707696176443,0.21069613320144617,1.104604111282318,0.2627465494419895,0.24160351989708687,0.2825436626497737,0.28574714355758557,0.26201123540695753,0.9587934538503807,0.22371731775229908,0.22087636932140417,0.2762689532610477,0.29001102512187604,0.3475551990773962,0.3011041614507468,0.37526415501912563,0.270298350812425,0.3702643680368496,0.20168221823166999,0.4381478295356434,0.5227601102315915,0.2571508094717225,0.3077867707071767,0.3337825668616232,0.29891590617203745,0.21700519227349466,1.1360361647367536,0.2631470127046867,0.24190833752610402,0.28282993646195664,0.2859102680760964,0.2622974817909559,0.9897428538815627,08E,B,1.0,1_8,B,8.0,,,08E,,,279400,280260,860,A,2.0,2_13,A,8.0,,08E,,,,719876,720296,420,,,,,,,,08E,True,en dan een voetje eronder,,and then a foot underneath,,08E,,,,True,279400.0,280260.0,860.0,719876.0,720296.0,420.0,left,right,left_right
001,19,0.13327008878704485,0.1440836428987402,0.24830686618483486,0.053754002539130596,0.30321367547415035,0.06346794349069675,0.24350420071989218,0.07196604314305959,0.15853875049116936,0.060907331160149326,0.1297336905185579,0.04878104807221144,0.07862460469748898,0.13844290895319683,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24840443566377832,0.056092694940233764,0.303239300655943,0.0646114243632083,0.24386446171106577,0.07220343185096201,0.16015847249086787,0.06201142867609329,0.13224876086979176,0.05087103123821461,0.1592527107280159,0.17604556159670795,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05D,A,1.0,1_11,A,5.0,,05D,,05E,,337323,337643,320,B,2.0,2_16,B,5.0,,,05D,,05E,755214,755634,420,Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.,Oh ja. #laughs#,So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.,Oh yes #laughs#,05E,05D,,,True,"Oh, de pinguÃ¯n.",en twee armpjes.,"Oh, the penguin.",and two little arms.,,,05E,05D,True,337318.0,337648.0,330.0,755214.0,755634.0,420.0,both,both,both
001,20,0.13327008878704485,0.1440836428987402,0.24830686618483486,0.053754002539130596,0.30321367547415035,0.06346794349069675,0.24350420071989218,0.07196604314305959,0.15853875049116936,0.060907331160149326,0.1297336905185579,0.04878104807221144,0.07862460469748898,0.13844290895319683,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24840443566377832,0.056092694940233764,0.303239300655943,0.0646114243632083,0.24386446171106577,0.07220343185096201,0.16015847249086787,0.06201142867609329,0.13224876086979176,0.05087103123821461,0.1592527107280159,0.17604556159670795,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05E,A,1.0,1_11,A,5.0,,05D,,05E,,337323,337643,320,B,2.0,2_16,B,5.0,,,05D,,05E,755214,755634,420,Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.,Oh ja. #laughs#,So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.,Oh yes #laughs#,05E,05D,,,True,"Oh, de pinguÃ¯n.",en twee armpjes.,"Oh, the penguin.",and two little arms.,,,05E,05D,True,337318.0,337648.0,330.0,755214.0,755634.0,420.0,both,both,both
001,21,0.26045848350639444,0.27500038572611873,0.24590475196343645,0.08046013568547365,0.3175480281488408,0.1709633155894418,0.2760488517127639,0.15451583504930427,0.25565075628226747,0.12916678989015395,0.21660106130458862,0.09827551378132159,0.9338798264582765,0.24648693621086445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24714837828637634,0.08726046638986613,0.3233175183765902,0.1801986124746627,0.2824146611740523,0.15825415654499347,0.2636253220263106,0.13026570654219718,0.2259756785015494,0.09928365968589511,0.963795174997189,0.33846529371374257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05A,A,1.0,1_11,A,5.0,,05A,,,,343321,344281,960,B,1.0,1_11,A,5.0,,,05A,,,368897,369517,620,Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.,,So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.,,05A,05A,,,True,,heeft die een een een rechthoekige balk bovenop liggen?,,Does that one have a one rectangular beam on top?,,,,05A,True,343321.0,344281.0,960.0,368897.0,369517.0,620.0,both,right,both
001,22,0.15096789413750447,0.16326573220656368,nan,0.17738189850090957,nan,0.20219696920134947,nan,0.15785763613427675,nan,0.14386892850449268,nan,0.14607024049404285,nan,0.07843169198995563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1790241449794408,nan,0.20471233494284513,nan,0.16064444843440645,nan,0.1468922857366209,nan,0.14870324506788427,nan,0.1396179340781844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,04B,B,1.0,1_12,B,4.0,,,04B,,,394656,395356,700,A,1.0,1_12,B,4.0,,04B,,,,411515,411795,280,,aan de rechterkant erin.,,on the right side in it.,,,,04B,True,"en die, die, zeg maar, zijn twee rechte platte balken die er aan...",,"and those, those, say, are two straight flat beams attached to...",,,04B,,,True,394656.0,395356.0,700.0,411490.0,411820.0,330.0,right,right,right
